Date_Requete,Ticker,PE_trailing,ForwardPE,PE_Ratio,Prevision croissance 5 ans,Performance_Moyenne_10ans
26/07/2025,AMZN,37.755302,37.63252,0.996747953439758,10.07%,77.10412204964125
26/07/2025,ASML,25.123632,26.638577,1.0602996015862676,11.39%,69.43735915253828
26/07/2025,NVDA,55.787785,42.111652,0.7548543466997301,20.33%,3702.618971396153
26/07/2025,GOOG,20.712914,21.684917,1.0469273903227714,11.11%,52.24966692324191
26/07/2025,BKNG,35.08765,26.839504,0.7649273747315652,8.48%,38.088476143446364
26/07/2025,NEM.DE,82.207794,64.263954,0.7817258057064516,,106.38486711231133
26/07/2025,CRM,42.18025,24.178795,0.5732255024567185,9.87%,27.46454611625711
26/07/2025,INTU,64.10685,35.355377,0.5515070074414825,13.60%,71.08280161529572
26/07/2025,MA,39.847122,34.689865,0.8705739149743361,,53.95352889043683
26/07/2025,MSFT,39.668728,34.361874,0.8662207167318297,12.86%,120.6400270930649
26/07/2025,SPGI,42.022785,31.82332,0.7572872668958043,6.20%,49.243118688564934
26/07/2025,V,35.84739,28.202213,0.7867298846582694,,41.83278806836646
